Show_Name,Date_Close,Date_Open,Year,Days Open,Prod_Type,Show_Type,Theatre,,,,
Death of a Salesman,6/2/2012,3/15/2012,2012,79,Premiere,Play,Ethel Barrymore Theatre,,,,
Shatner's World: We Just Live In It,3/4/2012,2/16/2012,2012,17,Revival,Special,Music Box Theatre,,,,
Venus in Fur,6/17/2012,2/7/2012,2012,131,Original Production,Play,Lyceum Theatre,,,,
Venus in Fur,2/7/2012,2/7/2012,2012,0,Original Production,Play,Samuel J. Friedman Theatre,,,,
Wit,3/17/2012,1/26/2012,2012,51,Revival,Play,Samuel J. Friedman Theatre,,,,
The Road to Mecca,3/4/2012,1/17/2012,2012,47,Original Production,Play,American Airlines Theatre,,,,
The Gershwins' Porgy and Bess,9/23/2012,1/12/2012,2012,255,Revival,Musical,Richard Rodgers Theatre,,,,
Lysistrata Jones,1/8/2012,12/14/2011,2011,25,Original Production,Musical,Walter Kerr Theatre,,,,
On A Clear Day You Can See Forever,1/29/2012,12/11/2011,2011,49,Revival,Musical,St. James Theatre,,,,
Stick Fly,2/26/2012,12/8/2011,2011,80,Original Production,Play,Cort Theatre,,,,
Bonnie & Clyde,12/30/2011,12/1/2011,2011,29,Original Production,Musical,Gerald Schoenfeld Theatre,,,,
An Evening with Patti LuPone and Mandy Patinkin,1/13/2012,11/21/2011,2011,53,Revival,Special,Ethel Barrymore Theatre,,,,
Seminar,5/6/2012,11/20/2011,2011,168,Original Production,Play,John Golden Theatre,,,,
Private Lives,12/31/2011,11/17/2011,2011,44,Original Production,Play,Music Box Theatre,,,,
"Hugh Jackman, Back on Broadway",1/1/2012,11/10/2011,2011,52,Original Production,Special,Broadhurst Theatre,,,,
Godspell,6/24/2012,11/7/2011,2011,230,Original Production,Musical,Circle in the Square,,,,
Other Desert Cities,6/17/2012,11/3/2011,2011,227,Original Production,Play,Booth Theatre,,,,
Chinglish,1/29/2012,10/27/2011,2011,94,Original Production,Play,Longacre Theatre,,,,
Relatively Speaking,1/29/2012,10/20/2011,2011,101,Revival,Special,Brooks Atkinson Theatre,,,,
The Mountaintop,1/22/2012,10/13/2011,2011,101,,Play,Bernard B. Jacobs Theatre,,,,
Man and Boy,11/27/2011,10/9/2011,2011,49,Original Production,Play,American Airlines Theatre,,,,
Follies,1/22/2012,9/12/2011,2011,132,Original Production,Musical,Marquis Theatre,,,,
Hair,9/10/2011,7/13/2011,2011,59,Revival,Musical,St. James Theatre,,,,
Master Class,9/4/2011,7/7/2011,2011,59,Revival,Play,Samuel J. Friedman Theatre,,,,
Spider-Man Turn Off the Dark,1/4/2014,6/14/2011,2011,935,Original Production,Musical,Foxwoods Theatre,,,,
The People in the Picture,6/19/2011,4/28/2011,2011,52,Revival,Musical,Studio 54,,,,
Baby It's You!,9/4/2011,4/27/2011,2011,130,Original Production,Musical,Broadhurst Theatre,,,,
The Normal Heart,7/10/2011,4/27/2011,2011,74,Revival,Play,John Golden Theatre,,,,
The House of Blue Leaves,6/25/2011,4/25/2011,2011,61,Original Production,Play,Walter Kerr Theatre,,,,
Born Yesterday,6/26/2011,4/24/2011,2011,63,Original Production,Play,Cort Theatre,,,,
Jerusalem,8/21/2011,4/21/2011,2011,122,Original Production,Play,Music Box Theatre,,,,
Sister Act,8/26/2012,4/20/2011,2011,494,Original Production,Musical,Broadway Theatre,,,,
High,4/24/2011,4/19/2011,2011,5,Original Production,Play,Booth Theatre,,,,
Wonderland,5/15/2011,4/17/2011,2011,28,Original Production,Musical,Marquis Theatre,,,,
War Horse,1/6/2013,4/14/2011,2011,633,Revival,Play,Vivian Beaumont Theatre,,,,
The Motherf**ker With the Hat,7/17/2011,4/11/2011,2011,97,Revival,Play,Gerald Schoenfeld Theatre,,,,
Catch Me If You Can,9/4/2011,4/10/2011,2011,147,Original Production,Musical,Neil Simon Theatre,,,,
Anything Goes,7/8/2012,4/7/2011,2011,458,Revised Production,Musical,Stephen Sondheim Theatre,,,,
Bengal Tiger at the Baghdad Zoo,7/3/2011,3/31/2011,2011,94,Revival,Play,Richard Rodgers Theatre,,,,
How to Succeed in Business Without Really Trying,5/20/2012,3/27/2011,2011,420,Original Production,Musical,Al Hirschfeld Theatre,,,,
The Book of Mormon,,3/24/2011,2011,,Original Production,Musical,Eugene O'Neill Theatre,,,,
Ghetto Klown,7/10/2011,3/22/2011,2011,110,Revival,Special,Lyceum Theatre,,,,
"Priscilla, Queen of the Desert: The Musical",6/24/2012,3/20/2011,2011,462,Original Production,Musical,Palace Theatre,,,,
Arcadia,6/19/2011,3/17/2011,2011,94,Original Production,Play,Ethel Barrymore Theatre,,,,
Kathy Griffin Wants a Tony,3/19/2011,3/11/2011,2011,8,Original Production,Special,Belasco Theatre,,,,
That Championship Season,5/29/2011,3/6/2011,2011,84,Original Production,Play,Bernard B. Jacobs Theatre,,,,
Good People,5/29/2011,3/3/2011,2011,87,Revival,Play,Samuel J. Friedman Theatre,,,,
The Importance of Being Earnest,7/3/2011,1/13/2011,2011,171,Original Production,Play,American Airlines Theatre,,,,
Donny & Marie - A Broadway Christmas,1/2/2011,12/14/2010,2010,19,Original Production,Special,Marquis Theatre,,,,
Elling,11/28/2010,11/21/2010,2010,7,Revival,Play,Ethel Barrymore Theatre,,,,
A Free Man Of Color,1/9/2011,11/18/2010,2010,52,Original Production,Play,Vivian Beaumont Theatre,,,,
Elf - The Musical,1/2/2011,11/14/2010,2010,49,Original Production,Musical,Al Hirschfeld Theatre,,,,
The Merchant of Venice,2/20/2011,11/13/2010,2010,99,Revival,Play,Broadhurst Theatre,,,,
The Pee-wee Herman Show,1/2/2011,11/11/2010,2010,52,Revival,Play,Stephen Sondheim Theatre,,,,
Long Story Short,3/5/2011,11/9/2010,2010,116,Original Production,Play,Hayes Theatre,,,,
Women On The Verge Of A Nervous Breakdown,1/2/2011,11/4/2010,2010,59,Original Production,Musical,Belasco Theatre,,,,
The Scottsboro Boys,12/12/2010,10/31/2010,2010,42,Revival,Musical,Lyceum Theatre,,,,
Rain: A Tribute to the Beatles,7/31/2011,10/26/2010,2010,278,Revival,Special,Neil Simon Theatre,,,,
Driving Miss Daisy,4/9/2011,10/25/2010,2010,166,Original Production,Play,John Golden Theatre,,,,
Lombardi,5/22/2011,10/21/2010,2010,213,Revival,Play,Circle in the Square,,,,
La Bete,1/9/2011,10/14/2010,2010,87,Original Production,Play,Music Box Theatre,,,,
Bloody Bloody Andrew Jackson,1/2/2011,10/13/2010,2010,81,Original Production,Musical,Bernard B. Jacobs Theatre,,,,
A Life in the Theatre,11/28/2010,10/12/2010,2010,47,Original Production,Play,Gerald Schoenfeld Theatre,,,,
Time Stands Still,1/30/2011,10/7/2010,2010,115,Original Production,Play,Cort Theatre,,,,
Mrs. Warren's Profession,11/28/2010,10/3/2010,2010,56,Revival,Play,American Airlines Theatre,,,,
The Pitmen Painters,12/12/2010,9/30/2010,2010,73,Revival,Play,Samuel J. Friedman Theatre,,,,
Brief Encounter,1/2/2011,9/28/2010,2010,96,Revival,Play,Studio 54,,,,
"Harry Connick, Jr. in Concert",7/31/2010,7/15/2010,2010,16,Original Production,Special,Neil Simon Theatre,,,,
Everyday Rapture,7/11/2010,4/29/2010,2010,73,Original Production,Musical,American Airlines Theatre,,,,
"Lips Together, Teeth Apart",6/20/2010,4/29/2010,2010,52,Original Production,Play,American Airlines Theatre,,,,
"Lips Together, Teeth Apart",6/20/2010,4/29/2010,2010,52,Original Production,Play,,,,,
Collected Stories,6/13/2010,4/28/2010,2010,46,Revival,Play,Samuel J. Friedman Theatre,,,,
Enron,5/9/2010,4/27/2010,2010,12,Revival,Play,Broadhurst Theatre,,,,
Fences,7/11/2010,4/26/2010,2010,76,Original Production,Play,Cort Theatre,,,,
"Promises, Promises",1/2/2011,4/25/2010,2010,252,Original Production,Musical,Broadway Theatre,,,,
Sondheim on Sondheim,6/27/2010,4/22/2010,2010,66,Revival,Revue,Studio 54,,,,
American Idiot,4/24/2011,4/20/2010,2010,369,Revival,Musical,St. James Theatre,,,,
La Cage aux Folles,5/1/2011,4/18/2010,2010,378,,Musical,Longacre Theatre,,,,
Million Dollar Quartet,6/12/2011,4/11/2010,2010,427,Original Production,Musical,Nederlander Theatre,,,,
The Addams Family,12/31/2011,4/8/2010,2010,632,Original Production,Musical,Lunt-Fontanne Theatre,,,,
Lend Me a Tenor,8/15/2010,4/4/2010,2010,133,Original Production,Play,Music Box Theatre,,,,
Red,6/27/2010,4/1/2010,2010,87,Revival,Play,John Golden Theatre,,,,
Come Fly Away,9/5/2010,3/25/2010,2010,164,Original Production,Musical,Marquis Theatre,,,,
All About Me,4/4/2010,3/18/2010,2010,17,Original Production,Special,Henry Miller's Theatre,,,,
Looped,4/11/2010,3/14/2010,2010,28,Revival,Play,Lyceum Theatre,,,,
Next Fall,7/4/2010,3/11/2010,2010,115,Revival,Play,Hayes Theatre,,,,
A Behanding In Spokane,6/6/2010,3/4/2010,2010,94,Original Production,Play,Gerald Schoenfeld Theatre,,,,
The Miracle Worker,4/4/2010,3/3/2010,2010,32,Original Production,Play,Circle in the Square,,,,
Time Stands Still,3/27/2010,1/28/2010,2010,58,Revival,Play,Samuel J. Friedman Theatre,,,,
A View From The Bridge,4/4/2010,1/24/2010,2010,70,Original Production,Play,Cort Theatre,,,,
Present Laughter,3/21/2010,1/21/2010,2010,59,Revival,Play,American Airlines Theatre,,,,
A Little Night Music,1/9/2011,12/13/2009,2009,392,Revival,Musical,Walter Kerr Theatre,,,,
Broadway Bound,9/25/1988,12/4/1986,1986,661,Revival,Play,Nederlander Theatre,,,9/25/1988,12/4/1986
Race,8/21/2010,12/6/2009,2009,258,Original Production,Play,Ethel Barrymore Theatre,,,,
Fela!,1/2/2011,11/23/2009,2009,405,Original Production,Musical,Eugene O'Neill Theatre,,,,
Irving Berlin's White Christmas,1/3/2010,11/22/2009,2009,42,Revival,Musical,Marquis Theatre,,,,
In the Next Room (or the vibrator play),1/10/2010,11/19/2009,2009,52,Original Production,Play,Lyceum Theatre,,,,
Ragtime,1/10/2010,11/15/2009,2009,56,Revival,Musical,Neil Simon Theatre,,,,
Finian's Rainbow,1/17/2010,10/29/2009,2009,80,Revival,Musical,St. James Theatre,,,,
Brighton Beach Memoirs,11/1/2009,10/25/2009,2009,7,Original Production,Play,Nederlander Theatre,,,,
The Neil Simon Plays,11/1/2009,10/25/2009,2009,7,Revival,Play,,,,,
After Miss Julie,12/6/2009,10/22/2009,2009,45,Original Production,Play,American Airlines Theatre,,,,
Memphis: A New Musical,8/5/2012,10/19/2009,2009,1021,Original Production,Musical,Shubert Theatre,,,,
Bye Bye Birdie,1/24/2010,10/15/2009,2009,101,Original Production,Musical,Henry Miller's Theatre,,,,
Oleanna,12/6/2009,10/11/2009,2009,56,Revival,Play,John Golden Theatre,,,,
The Royal Family,12/13/2009,10/8/2009,2009,66,Revival,Play,Samuel J. Friedman Theatre,,,,
Hamlet,12/6/2009,10/6/2009,2009,61,Revival,Play,Broadhurst Theatre,,,,
Wishful Drinking,1/17/2010,10/4/2009,2009,105,,Special,Studio 54,,,,
Superior Donuts,1/3/2010,10/1/2009,2009,94,Revival,Play,Music Box Theatre,,,,
A Steady Rain,12/6/2009,9/29/2009,2009,68,Revival,Play,Gerald Schoenfeld Theatre,,,,
Burn the Floor,1/10/2010,8/2/2009,2009,161,Original Production,Special,Longacre Theatre,,,,
9 to 5: The Musical,9/6/2009,4/30/2009,2009,129,,Musical,Marquis Theatre,,,,
Waiting for Godot,7/12/2009,4/30/2009,2009,73,Original Production,Play,Studio 54,,,,
Accent On Youth,6/28/2009,4/29/2009,2009,60,Original Production,Play,Samuel J. Friedman Theatre,,,,
Desire Under the Elms,7/5/2009,4/27/2009,2009,69,Original Production,Play,St. James Theatre,,,,
The Philanthropist,6/28/2009,4/26/2009,2009,63,Revival,Play,American Airlines Theatre,,,,
The Norman Conquests: Living Together,7/26/2009,4/25/2009,2009,92,Original Production,Play,Circle in the Square,,,,
The Norman Conquests: Table Manners,7/25/2009,4/24/2009,2009,92,Original Production,Play,Circle in the Square,,,,
The Norman Conquests Trilogy,7/26/2009,4/23/2009,2009,94,Original Production,Play,Circle in the Square,,,,
The Norman Conquests: Round and Round the Garden,7/26/2009,4/23/2009,2009,94,Revival,Play,Circle in the Square,,,,
Mary Stuart,8/16/2009,4/19/2009,2009,119,Original Production,Play,Broadhurst Theatre,,,,
Joe Turner's Come and Gone,6/14/2009,4/16/2009,2009,59,Original Production,Play,Belasco Theatre,,,,
Next to Normal,1/16/2011,4/15/2009,2009,641,Original Production,Musical,Booth Theatre,,,,
Rock of Ages,1/18/2015,4/7/2009,2009,2112,Original Production,Musical,Brooks Atkinson Theatre,,,,
reasons to be pretty,6/14/2009,4/2/2009,2009,73,Revival,Play,Lyceum Theatre,,,,
Hair,6/27/2010,3/31/2009,2009,453,Revival,Musical,Al Hirschfeld Theatre,,,,
Irena's Vow,6/28/2009,3/29/2009,2009,91,Revival,Play,Walter Kerr Theatre,,,,
Exit The King,6/14/2009,3/26/2009,2009,80,Original Production,Play,Ethel Barrymore Theatre,,,,
Impressionism,5/10/2009,3/24/2009,2009,47,Revival,Play,Gerald Schoenfeld Theatre,,,,
God of Carnage,6/6/2010,3/22/2009,2009,441,Revival,Play,Bernard B. Jacobs Theatre,,,,
West Side Story,1/2/2011,3/19/2009,2009,654,Revival,Musical,National Theatre,,,,
Blithe Spirit,7/19/2009,3/15/2009,2009,126,Original Production,Play,Shubert Theatre,,,,
33 Variations,5/21/2009,3/9/2009,2009,73,Original Production,Play,Eugene O'Neill Theatre,,,,
Guys and Dolls,6/14/2009,3/1/2009,2009,105,Revival,Musical,Nederlander Theatre,,,,
The Story of My Life,2/22/2009,2/19/2009,2009,3,Original Production,Musical,Booth Theatre,,,,
You're Welcome America. A Final Night with George W. Bush,3/15/2009,2/5/2009,2009,38,Revival,Special,Cort Theatre,,,,
Hedda Gabler,3/29/2009,1/25/2009,2009,63,Revival,Play,American Airlines Theatre,,,,
The American Plan,3/22/2009,1/22/2009,2009,59,Original Production,Play,Samuel J. Friedman Theatre,,,,
Soul of Shaolin,1/31/2009,1/15/2009,2009,16,Revival,Special,Marquis Theatre,,,,
Shrek the Musical,1/3/2010,12/14/2008,2008,385,Original Production,Musical,Fifth Avenue Theatre,,,,
Pal Joey,3/1/2009,12/11/2008,2008,80,Revival,Musical,Studio 54,,,,
Slava's Snowshow,1/4/2009,12/7/2008,2008,28,Original Production,Special,Hayes Theatre,,,,
Liza's at The Palace...!,1/4/2009,12/3/2008,2008,32,Revival,Special,Palace Theatre,,,,
Irving Berlin's White Christmas,1/4/2009,11/23/2008,2008,42,Revival,Musical,Marquis Theatre,,,,
Dividing The Estate,1/4/2009,11/20/2008,2008,45,Revival,Play,Booth Theatre,,,,
American Buffalo,11/23/2008,11/17/2008,2008,6,Original Production,Play,Belasco Theatre,,,,
Billy Elliot,1/8/2012,11/13/2008,2008,1151,Revival,Musical,Imperial Theatre,,,,
Speed-The-Plow,2/22/2009,10/23/2008,2008,122,Original Production,Play,Ethel Barrymore Theatre,,,,
All My Sons,1/11/2009,10/16/2008,2008,87,Original Production,Play,Gerald Schoenfeld Theatre,,,,
To Be or Not To Be,11/16/2008,10/14/2008,2008,33,Original Production,Play,Samuel J. Friedman Theatre,,,,
A Man For All Seasons,12/7/2008,10/7/2008,2008,61,Revised Production,Play,American Airlines Theatre,,,,
"13, A New Musical",1/4/2009,10/5/2008,2008,91,Original Production,Musical,Bernard B. Jacobs Theatre,,,,
The Seagull,12/21/2008,10/2/2008,2008,80,Original Production,Play,Walter Kerr Theatre,,,,
Equus,2/8/2009,9/25/2008,2008,136,Original Production,Play,Broadhurst Theatre,,,,
A Tale of Two Cities,11/16/2008,9/18/2008,2008,59,Original Production,Musical,Al Hirschfeld Theatre,,,,
[title of show],10/12/2008,7/17/2008,2008,87,Revival,Musical,Lyceum Theatre,,,,
Cirque Dreams,8/24/2008,6/26/2008,2008,59,Original Production,Special,Broadway Theatre,,,,
Mandy Patinkin on Broadway,5/19/2008,5/19/2008,2008,0,Original Production,Special,Gerald Schoenfeld Theatre,,,,
Top Girls,6/29/2008,5/7/2008,2008,53,Revival,Play,Biltmore Theatre,,,,
Glory Days,5/6/2008,5/6/2008,2008,0,Original Production,Musical,Circle in the Square,,,,
Boeing-Boeing,1/4/2009,5/4/2008,2008,245,Revival,Play,Longacre Theatre,,,,
Les Liaisons Dangereuses,7/6/2008,5/1/2008,2008,66,Original Production,Play,American Airlines Theatre,,,,
Thurgood,8/17/2008,4/30/2008,2008,109,Original Production,Play,Booth Theatre,,,,
The Country Girl,7/20/2008,4/27/2008,2008,84,Original Production,Play,Bernard B. Jacobs Theatre,,,,
Cry-Baby,6/22/2008,4/24/2008,2008,59,Original Production,Musical,Marquis Theatre,,,,
A Catered Affair,7/27/2008,4/17/2008,2008,101,Original Production,Musical,Walter Kerr Theatre,,,,
Macbeth,5/24/2008,4/8/2008,2008,46,Original Production,Play,Lyceum Theatre,,,,
South Pacific,8/22/2010,4/3/2008,2008,871,Original Production,Musical,Vivian Beaumont Theatre,,,,
You May Now Worship Me,3/31/2008,3/31/2008,2008,0,Revival,Special,Eugene O'Neill Theatre,,,,
Gypsy,1/11/2009,3/27/2008,2008,290,Original Production,Musical,St. James Theatre,,,,
In the Heights,1/9/2011,3/9/2008,2008,1036,Original Production,Musical,Richard Rodgers Theatre,,,,
Cat on a Hot Tin Roof,6/22/2008,3/6/2008,2008,108,Revival,Play,Broadhurst Theatre,,,,
Passing Strange,7/20/2008,2/28/2008,2008,143,Revival,Musical,Belasco Theatre,,,,
Sunday in the Park with George,6/29/2008,2/21/2008,2008,129,Revival,Musical,Studio 54,,,,
"Come Back, Little Sheba",3/16/2008,1/24/2008,2008,52,Revival,Play,Biltmore Theatre,,,,
November,7/13/2008,1/17/2008,2008,178,Original Production,Play,Ethel Barrymore Theatre,,,,
The 39 Steps,1/10/2010,1/15/2008,2008,726,Revival,Play,American Airlines Theatre,,,,
The Little Mermaid,8/30/2009,1/10/2008,2008,598,Revival,Musical,Lunt-Fontanne Theatre,,,,
The Homecoming,4/13/2008,12/16/2007,2007,119,Original Production,Play,Cort Theatre,,,,
Is He Dead?,3/9/2008,12/9/2007,2007,91,Revival,Play,Lyceum Theatre,,,,
The Seafarer,3/30/2008,12/6/2007,2007,115,Original Production,Play,Booth Theatre,,,,
August: Osage County,6/28/2009,12/4/2007,2007,572,Original Production,Play,Imperial Theatre,,,,
The Farnsworth Invention,3/2/2008,12/3/2007,2007,90,Original Production,Play,Music Box Theatre,,,,
Cymbeline,1/6/2008,12/2/2007,2007,35,Revival,Play,Vivian Beaumont Theatre,,,,
Dr. Seuss' How the Grinch Stole Christmas!,1/6/2008,11/9/2007,2007,58,Original Production,Musical,St. James Theatre,,,,
Young Frankenstein,1/4/2009,11/8/2007,2007,423,Original Production,Musical,Paramount Theatre,,,,
Rock 'n' Roll,3/9/2008,11/4/2007,2007,126,Original Production,Play,Bernard B. Jacobs Theatre,,,,
Cyrano de Bergerac,1/6/2008,11/1/2007,2007,66,Original Production,Play,Richard Rodgers Theatre,,,,
Duran Duran: Red Carpet Massacre,11/9/2007,11/1/2007,2007,8,Original Production,Special,Ethel Barrymore Theatre,,,,
A Bronx Tale,2/24/2008,10/25/2007,2007,122,Original Production,Special,Walter Kerr Theatre,,,,
The 24 Hour Plays 2007,10/22/2007,10/22/2007,2007,0,Original Production,Special,American Airlines Theatre,,,,
Pygmalion,12/16/2007,10/18/2007,2007,59,Revival,Play,American Airlines Theatre,,,,
The Ritz,12/9/2007,10/11/2007,2007,59,Revival,Play,Studio 54,,,,
Mauritius,11/25/2007,10/4/2007,2007,52,Revival,Play,Biltmore Theatre,,,,
Grease,1/4/2009,8/19/2007,2007,504,Original Production,Musical,Brooks Atkinson Theatre,,,,
Xanadu,9/28/2008,7/10/2007,2007,446,Original Production,Musical,Hayes Theatre,,,,
Old Acquaintance,8/19/2007,6/28/2007,2007,52,Revival,Play,American Airlines Theatre,,,,
110 in the Shade,7/29/2007,5/9/2007,2007,81,Original Production,Musical,Studio 54,,,,
Radio Golf,7/1/2007,5/8/2007,2007,54,Original Production,Play,Cort Theatre,,,,
Deuce,8/19/2007,5/6/2007,2007,105,Revival,Play,Music Box Theatre,,,,
LoveMusik,6/24/2007,5/3/2007,2007,52,Original Production,Musical,Biltmore Theatre,,,,
Coram Boy,5/27/2007,5/2/2007,2007,25,Original Production,Play,Imperial Theatre,,,,
Legally Blonde,10/19/2008,4/29/2007,2007,539,Revival,Musical,Orpheum Theatre,,,,
Frost/Nixon,8/19/2007,4/22/2007,2007,119,Revival,Play,Bernard B. Jacobs Theatre,,,,
Inherit the Wind,7/8/2007,4/12/2007,2007,87,Original Production,Play,Lyceum Theatre,,,,
A Moon for the Misbegotten,6/10/2007,4/9/2007,2007,62,Original Production,Play,Brooks Atkinson Theatre,,,,
The Pirate Queen,6/17/2007,4/5/2007,2007,73,Original Production,Musical,Cadillac Palace Theatre,,,,
The Year of Magical Thinking,8/25/2007,3/29/2007,2007,149,Original Production,Play,Booth Theatre,,,,
Curtains,6/29/2008,3/22/2007,2007,465,Original Production,Musical,Al Hirschfeld Theatre,,,,
Talk Radio,6/24/2007,3/11/2007,2007,105,Revival,Play,Longacre Theatre,,,,
Prelude to a Kiss,4/29/2007,3/8/2007,2007,52,Original Production,Play,American Airlines Theatre,,,,
Journey's End,6/10/2007,2/22/2007,2007,108,Revival,Play,Belasco Theatre,,,,
The Coast of Utopia: Part 3 - Salvage,5/13/2007,2/18/2007,2007,84,Original Production,Play,Vivian Beaumont Theatre,,,,
Translations,3/11/2007,1/25/2007,2007,45,Original Production,Play,Biltmore Theatre,,,,
The Coast of Utopia,5/13/2007,12/21/2006,2006,143,Original Production,Play,Vivian Beaumont Theatre,,,,
The Coast of Utopia: Part 2 - Shipwreck,5/12/2007,12/21/2006,2006,142,Original Production,Play,Vivian Beaumont Theatre,,,,
The Apple Tree,3/11/2007,12/14/2006,2006,87,Original Production,Musical,Studio 54,,,,
Spring Awakening,1/18/2009,12/10/2006,2006,770,Revival,Musical,Eugene O'Neill Theatre,,,,
High Fidelity,12/17/2006,12/7/2006,2006,10,Original Production,Musical,Colonial Theatre,,,,
The Vertical Hour,3/11/2007,11/30/2006,2006,101,Original Production,Play,Music Box Theatre,,,,
Company,7/1/2007,11/29/2006,2006,214,Original Production,Musical,Ethel Barrymore Theatre,,,,
The Coast of Utopia: Part 1 - Voyage,5/12/2007,11/27/2006,2006,166,Original Production,Play,Vivian Beaumont Theatre,,,,
Mary Poppins,3/3/2013,11/16/2006,2006,2299,Original Production,Musical,New Amsterdam Theatre,,,,
The Little Dog Laughed,2/18/2007,11/13/2006,2006,97,Revival,Play,Cort Theatre,,,,
