,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
146,,7/17/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Dangerous Corner,Play, Waldorf Theatre,"         Waldorf Theatre (New York, NY) 116 W. 50th St. "
147,,1/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Design For Living,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
148,,11/6/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Doctor Monica,Play, Playhouse Theatre,"         Playhouse Theatre (New York, NY) 137 W. 48th St. "
149,1/29/1933,1/22/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Dorothy Sands,Special, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
150,,9/21/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Double Door,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
151,,10/28/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Eight Bells,Play, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
152,,1/31/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Evensong,Play, Selwyn Theatre,"         Selwyn Theatre (New York, NY) 229 W. 42nd St. "
153,2/25/1933,1/31/1933,11/1/1934,1,Broadway,Revival Production,,,Limited Run,Face the Music,Musical, 44th Street Theatre,"         44th Street Theatre (New York, NY) 216 W. 44th St. "
154,,1/3/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Fantasia,Play, Provincetown Playhouse,"         Provincetown Playhouse (New York, NY) 133 MacDougal St. "
155,,3/21/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Far-Away Horses,Play, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
156,,6/2/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Fly By Night,Play, Belmont Theatre,"         Belmont Theatre (New York, NY) 125 W. 48th St. "
157,,1/11/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Foolscap,Play, Times Square Theatre,"         Times Square Theatre (New York, NY) 219 W. 42nd St. "
158,,4/12/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,For Services Rendered,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
159,,3/1/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Forsaking All Others,Play, Times Square Theatre,"         Times Square Theatre (New York, NY) 219 W. 42nd St. "
160,,2/13/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Four O'Clock,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
161,1/21/1933,1/2/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,George White's Music Hall Varieties [1932],Revue, Casino Theatre,"         Casino Theatre (New York, NY) 753 Seventh Ave. (W. 50th St.) "
162,,5/23/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Ghosts,Play, Sutton Show Shop,"         Sutton Show Shop (New York, NY) (address unknown) "
163,,10/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Give Us This Day,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
164,,8/3/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Going Gay,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
165,,11/23/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Growing Pains,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
166,5/20/1933,5/8/1933,11/1/1934,1,Broadway,Revival Production,,,Repertory (Limited Run),H.M.S. Pinafore,Musical, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. "
167,,2/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Hangman's Whip,Play, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. "
168,,9/15/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Heat Lightning,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
169,,10/11/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Her Man of Wax,Play, Shubert Theatre,"         Shubert Theatre (Broadway) (New York, NY) 225 West 44th St. "
170,,10/23/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Her Master's Voice,Play, Plymouth Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
171,,4/6/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Her Tin Soldier,Play, Playhouse Theatre,"         Playhouse Theatre (New York, NY) 137 W. 48th St. "
172,,5/4/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Hilda Cassidy,Play, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
173,12/9/1933,9/25/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Hold Your Horses,Musical, Winter Garden Theatre,"         Winter Garden Theatre (London, ) Drury Lane London, "
174,4/8/1933,4/8/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Hummin' Sam,Musical, New Yorker Theatre,"         New Yorker Theatre (New York, NY) 254 W. 54th St. "
175,,11/13/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,I Was Waiting for You,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
176,,11/9/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Is Life Worth Living?,Play, Theatre Masque,"         Theatre Masque (New York, NY) 252 W. 45th St. "
177,,5/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,It Happened Tomorrow,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
178,,11/3/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,It Pays to Sin,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
179,,5/16/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,It's a Wise Child,Play, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
180,,12/19/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Jezebel,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
181,,7/10/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,John Ferguson,Play, Belmont Theatre,"         Belmont Theatre (New York, NY) 125 W. 48th St. "
182,,5/15/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,June Moon,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
183,,10/18/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Keeper of the Keys,Play, Fulton Theatre,"         Fulton Theatre (New York, NY) 210 W. 46th St. "
184,,9/26/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Kultur,Play, Mansfield Theatre,"         Mansfield Theatre (New York, NY) 256 W. 47th St. "
185,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,La Nativite,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
186,,1/9/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Late One Evening,Play, Plymouth Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
187,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Les Trois Maries,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
188,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Les Trois Rois,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
189,1/6/1934,10/21/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Let 'Em Eat Cake,Musical, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. "
190,,4/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Little Ol' Boy,Play, Playhouse Theatre,"         Playhouse Theatre (New York, NY) 137 W. 48th St. "
191,,3/10/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Lone Valley,Play, Plymouth Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
192,,2/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Louisiana,Play, 48th Street Theatre,"         48th Street Theatre (New York, NY) 157 W. 48th St. "
193,,8/22/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Love and Babies,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
194,,2/9/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Low Bridge,Play, 57th Street Playhouse,"         57th Street Playhouse (New York, NY) 110 W. 57th St. "
195,,4/25/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Man Bites Dog,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
196,,6/18/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Man Crazy,Play, Cherry Lane Theatre,"         Cherry Lane Theatre (New York, NY) 38 Commerce St. (Bedford & Hudson Street) "
197,,1/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Marathon,Play, Mansfield Theatre,"         Mansfield Theatre (New York, NY) 256 W. 47th St. "
198,3/15/1933,3/15/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Marilyn's Affairs,Play, Mansfield Theatre,"         Mansfield Theatre (New York, NY) 256 W. 47th St. "
199,,11/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Mary of Scotland,Play, Alvin Theatre,"         Alvin Theatre (New York, NY) 250 W. 52nd St. "
200,3/18/1933,3/18/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Masks and Faces,Play, Liberty Theatre,"         Liberty Theatre (New York, NY) 234 West 42nd St. "
201,4/22/1933,2/14/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Melody,Musical, Casino Theatre,"         Casino Theatre (New York, NY) 753 Seventh Ave. (W. 50th St.) "
202,,9/26/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Men in White,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
203,,10/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,"Move On, Sister",Play, Playhouse Theatre,"         Playhouse Theatre (New York, NY) 137 W. 48th St. "
204,3/10/1934,9/12/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Murder at the Vanities,Revue, New Amsterdam Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
205,,4/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Nine Pine Street,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
206,6/10/1933,5/15/1933,11/1/1934,1,Broadway,,,,Limited Run,Of Thee I Sing,Musical, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. "
207,,2/15/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,One Sunday Afternoon,Play, Little Theatre,"         Little Theatre (New York, NY) 240 W. 44th St. "
208,,2/6/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,One Wife or Another,Play, Provincetown Playhouse,"         Provincetown Playhouse (New York, NY) 133 MacDougal St. "
209,,11/11/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Our Stage and Stars,Special, Little Theatre,"         Little Theatre (New York, NY) 240 W. 44th St. "
210,,3/2/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Our Wife,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
211,2/25/1933,1/20/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Pardon My English,Musical, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
212,3/17/1934,11/29/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Peace on Earth,Play, Civic Repertory Theatre,"         Civic Repertory Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
213,,1/16/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Pigeons and People,Play, Sam H. Harris Theatre,"         Sam H. Harris Theatre (New York, NY) 226 W. 42nd St. "
214,3/22/1933,3/22/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Raw Meat,Play, Provincetown Playhouse,"         Provincetown Playhouse (New York, NY) 133 MacDougal St. "
215,,3/14/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Riddle Me This,Play, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
216,7/21/1934,11/18/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Roberta,Musical, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
217,6/17/1933,3/1/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,"Run, Little Chillun",Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
218,,9/28/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,"Sailor, Beware!",Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
219,,1/2/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Saint Wench,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
220,7/29/1933,7/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Shady Lady,Musical, Shubert Theatre,"         Shubert Theatre (Broadway) (New York, NY) 225 West 44th St. "
221,,11/20/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,She Loves Me Not,, 46th Street Theatre,"         46th Street Theatre (New York, NY) 226 W.46th St. "
222,,6/12/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Shooting Star,Play, Selwyn Theatre,"         Selwyn Theatre (New York, NY) 229 W. 42nd St. "
223,,10/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Spring in Autumn,Play, Henry Miller's Theatre,"         Henry Miller's Theatre (New York, NY) 124 West 43rd St. "
224,,5/1/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Springtime for Henry,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
225,,4/15/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Strange Gods,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
226,11/28/1933,11/28/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Strange Orchestra,Play, Playhouse Theatre,"         Playhouse Theatre (New York, NY) 137 W. 48th St. "
227,,6/28/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Stray Leaves,Play, Chanin Auditorium,"         Chanin Auditorium (New York, NY) (address unknown) "
228,6/10/1933,3/4/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Strike Me Pink,Revue, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
229,6/24/1933,6/1/1933,11/1/1934, ,Broadway,,,,Unknown,Tattle Tales,, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
230,,12/22/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Teatro Dei Piccoli,Special, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
231,,10/17/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Ten Minute Alibi,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
232,,3/15/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Best People,Play, Waldorf Theatre,"         Waldorf Theatre (New York, NY) 116 W. 50th St. "
233,,8/30/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Blue Widow,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
234,,7/27/1933,11/1/1934,1,Broadway,Revival Production,,,Unknown,The Bohemian Girl,, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
235,,3/6/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Cherry Orchard,Play, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
236,,6/13/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Climax,Play, Bijou Theatre,"         Bijou Theatre (New York, NY) 209 W. 45th St. "
237,,4/19/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Comic Artist,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
238,,10/19/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Curtain Rises,Play, Vanderbilt Theatre,"         Vanderbilt Theatre (New York, NY) 148 West 48th St. "
239,,11/25/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Dark Tower,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
240,,11/24/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Drums Begin,Play, Shubert Theatre,"         Shubert Theatre (Broadway) (New York, NY) 225 West 44th St. "
241,,10/27/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Family Upstairs,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
242,,12/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The First Apple,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
243,,6/19/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Ghost Writer,Play, Theatre Masque,"         Theatre Masque (New York, NY) 252 W. 45th St. "
244,,10/20/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Green Bay Tree,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
245,,10/31/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Jooss Ballet,Musical, Forrest Theatre,"         Forrest Theatre (New York, NY) 230 W. 49th St. "
246,,3/7/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Lady Refuses,Play, Bijou Theatre,"         Bijou Theatre (New York, NY) 209 W. 45th St. "
247,,12/26/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Lake,Play, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
248,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Lamentation of the Virgin Mary,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
249,,12/25/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Locked Room,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
250,,12/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Loves of Charles II,Play, 48th Street Theatre,"         48th Street Theatre (New York, NY) 157 W. 48th St. "
251,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Magdalen,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
252,,5/8/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Mask and the Face,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
253,,4/17/1933,11/1/1934,1,Broadway,Revival Production,,,Unknown,The Mikado,Operetta, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. "
254,,2/5/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Miraculous Birth and the Midwives,Play, Guild Theatre,"         Guild Theatre (New York, NY) 245 W. 52nd St. "
255,,2/10/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The Monster,Play, Waldorf Theatre,"         Waldorf Theatre (New York, NY) 116 W. 50th St. "
256,,9/11/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Mountain,Play, Provincetown Playhouse,"         Provincetown Playhouse (New York, NY) 133 MacDougal St. "
257,,3/22/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,The New York Idea,Play, Heckscher Theatre,"         Heckscher Theatre (New York, NY) 1230 Fifth Avenue "
258,,3/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Party's Over,Play, Vanderbilt Theatre,"         Vanderbilt Theatre (New York, NY) 148 West 48th St. "
259,,8/7/1933,11/1/1934,1,Broadway,Revival Production,,,Unknown,The Pirates of Penzance,Operetta, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
260,,10/9/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Pursuit of Happiness,Play, Avon Theatre,"         Avon Theatre (New York, NY) 251 W. 45th St. "
261,,11/27/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Scorpion,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
262,,9/6/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Sellout,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
263,,2/13/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The Sophisticrats,Play, Bijou Theatre,"         Bijou Theatre (New York, NY) 209 W. 45th St. "
264,,4/13/1933,11/1/1934,1,Broadway,Original Production Production,,,Open Run,The Threepenny Opera,Musical, Empire Theatre,"         Empire Theatre (London, ) Wood Green Ð Leicester Square London, "
265,,10/25/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,The World Waits,Play, Little Theatre,"         Little Theatre (New York, NY) 240 W. 44th St. "
266,,8/14/1933,11/1/1934,1,Broadway,Revival Production,,,Unknown,The Yeomen of the Guard,Musical, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
267,,5/11/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,They All Come to Moscow,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
268,,11/6/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Thoroughbred,Play, Vanderbilt Theatre,"         Vanderbilt Theatre (New York, NY) 148 West 48th St. "
269,,10/25/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Three and One,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
270,,3/16/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Three-Cornered Moon,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
271,,10/31/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Thunder on the Left,Play, Maxine Elliott's Theatre,"         Maxine Elliott's Theatre (New York, NY) 109 West 39th Street "
272,5/31/1941,12/4/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Tobacco Road,Play, Forrest Theatre,"         48th Street Theatre (New York, NY) 157 W. 48th St. "
273,,8/7/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Tommy,Play, Forrest Theatre,"         Forrest Theatre (New York, NY) 230 W. 49th St. "
274,5/20/1933,5/8/1933,11/1/1934,1,Broadway,Revival Production,,,Repertory (Limited Run),Trial by Jury,Operetta, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. "
275,,5/10/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Twenty-five Dollars an Hour,Play, Theatre Masque,"         Theatre Masque (New York, NY) 252 W. 45th St. "
276,,1/10/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Two Strange Women,Play, Little Theatre,"         Little Theatre (New York, NY) 240 W. 44th St. "
277,,5/29/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Uncle Tom's Cabin,Play, Alvin Theatre,"         Alvin Theatre (New York, NY) 250 W. 52nd St. "
278,,10/30/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Under Glass,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
279,,4/20/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Unto the Third,Play, Bijou Theatre,"         Bijou Theatre (New York, NY) 209 W. 45th St. "
280,,1/21/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,"We, The People",Play, Empire Theatre,"         Empire Theatre (New York, NY) 1430 Broadway (40th & 41st) "
281,,5/15/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,When Ladies Meet,Play, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
282,,12/28/1933,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Yoshe Kalb,Play, National Theatre,"         National Theatre (New York, NY) 208 W. 41st St. "
283,,3/6/1933,11/1/1934, ,Broadway,Revival Production,,,Unknown,Young Sinners,Play, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
284,,3/24/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,A Few Wild Oats,Play, Forrest Theatre,"         Forrest Theatre (New York, NY) 230 W. 49th St. "
285,,1/18/1932,11/1/1934,1,Broadway,Original Production Production,,,Unknown,A Little Racketeer,Musical, 44th Street Theatre,"         44th Street Theatre (New York, NY) 216 W. 44th St. "
286,,11/17/1932,11/1/1934, ,Broadway,Revival Production,,,Unknown,A Midsummer Night's Dream,Play, Shakespeare Theatre,"         Shakespeare Theatre (New York, NY) 932 Seventh Ave. at W. 58th St. "
287,,5/24/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,A Thousand Summers,, Selwyn Theatre,"         Selwyn Theatre (New York, NY) 229 W. 42nd St. "
288,,10/17/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Absent Father,, Vanderbilt Theatre,"         Vanderbilt Theatre (New York, NY) 148 West 48th St. "
289,,1/20/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Adam Had Two Sons,Play, Alvin Theatre,"         Alvin Theatre (New York, NY) 250 W. 52nd St. "
290,,2/10/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Air Minded,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
291,12/1/1933,12/12/1932,11/1/1934,1,Broadway,Original Production Production,,,Open Run,Alice in Wonderland,, Civic Repertory Theatre,"         Civic Repertory Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
292,,10/5/1932,11/1/1934,1,Broadway,Revival Production,,,Open Run,Americana,Revue, Shubert Theatre,"         Shubert Theatre (Broadway) (New York, NY) 225 West 44th St. "
293,,4/19/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Angeline Moves In,Play, Forrest Theatre,"         Forrest Theatre (New York, NY) 230 W. 49th St. "
294,,4/5/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Angels Don't Kiss,Play, Belmont Theatre,"         Belmont Theatre (New York, NY) 125 W. 48th St. "
295,,4/25/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Another Language,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
296,,12/21/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Anybody's Game,Play, Bijou Theatre,"         Bijou Theatre (New York, NY) 209 W. 45th St. "
297,,11/19/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Autumn Crocus,Play, Morosco Theatre,"         Morosco Theatre (New York, NY) 217 West 45th Street "
298,,6/13/1932,11/1/1934, ,Broadway,Original Production Production,,,Unknown,Back Fire,Play, Vanderbilt Theatre,"         Vanderbilt Theatre (New York, NY) 148 West 48th St. "
